"Date 
Issued",Project ID,Cooperative/ Aggregate ID,"Project 
Name",Project Developer,Project Owner,Project Type,Protocol Version,ARB Eligible,CORSIA Eligible,Vintage,"Issuance 
Year",Total Offset Credits Issued,Offset Credits Currently in Reserve Buffer Pool,Offset Credits Intended for ARB Buffer Pool,Offset Credits Converted to VCUs,Canceled for ARB Compliance,Canceled,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),Verification Body,Project Website
8/6/14,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2014,63048,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
11/20/13,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2013,21255,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
11/20/13,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2013,62953,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
7/10/12,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2012,20774,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
7/10/12,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2012,49761,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
7/25/11,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2011,17423,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
7/25/11,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2011,60398,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
6/24/10,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2010,18577,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
6/24/10,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 3.0,No,No,2009,2010,29173,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
11/16/09,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 2.0,No,No,2009,2009,37020,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,DNV,
11/16/09,CAR475,,Gaston County Landfill Gas Destruction Project,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Landfill Gas Capture/Combustion,Version 2.0,No,No,2008,2009,3753,,,,,,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,DNV,
2/27/17,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2016,2017,181537,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"Ruby Canyon Environmental, Inc.",
9/30/16,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2016,134324,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"Ruby Canyon Environmental, Inc.",
10/28/15,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2015,123182,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
3/2/15,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2015,118707,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
10/31/14,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2014,107182,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
2/27/14,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2014,127532,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
8/23/13,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2013,125153,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
2/15/13,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2013,70034,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
8/24/12,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2012,77994,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
3/9/12,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2012,75041,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
8/17/11,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2011,89734,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
3/8/11,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2011,87817,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
9/17/10,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2010,72407,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
4/8/10,CAR476,,Eagle Point Landfill,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Landfill Gas Capture/Combustion,Version 2.0,No,No,2009,2010,30027,,,,,,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,"First Environment, Inc.",
3/10/15,CAR477,,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2014,2015,1769,,,,1769,,Fair Oaks,INDIANA,US,,DNV,
3/10/15,CAR477,,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2013,2015,511,,,,511,,Fair Oaks,INDIANA,US,,DNV,
4/2/14,CAR477,,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2013,2014,8292,,,,8292,,Fair Oaks,INDIANA,US,,DNV,
4/2/14,CAR477,,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2012,2014,906,,,,906,,Fair Oaks,INDIANA,US,,DNV,
11/6/13,CAR477,,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2012,2013,5871,,,,5871,,Fair Oaks,INDIANA,US,,DNV,
11/6/13,CAR477,,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2011,2013,28,,,,28,,Fair Oaks,INDIANA,US,,DNV,
1/4/12,CAR477,,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2011,2012,1295,,,,,,Fair Oaks,INDIANA,US,,"TUV SUD America, Inc.",
2/5/15,CAR478,,Fair Oaks Dairy Farm LLC GHD-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2014,2015,54929,,,,54929,,Fair Oaks,INDIANA,US,,DNV,
2/5/15,CAR478,,Fair Oaks Dairy Farm LLC GHD-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2013,2015,9423,,,,9423,,Fair Oaks,INDIANA,US,,DNV,
4/2/14,CAR478,,Fair Oaks Dairy Farm LLC GHD-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2013,2014,43263,,,,43263,,Fair Oaks,INDIANA,US,,DNV,
11/6/13,CAR478,,Fair Oaks Dairy Farm LLC GHD-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2012,2013,19108,,,,19108,,Fair Oaks,INDIANA,US,,DNV,
12/13/11,CAR478,,Fair Oaks Dairy Farm LLC GHD-Designed Digester,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2011,2011,27105,,,,27105,,Fair Oaks,INDIANA,US,,"TUV SUD America, Inc.",
11/25/14,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2014,2014,389,,,,389,,Nekoosa,WISCONSIN,US,,"First Environment, Inc.",
11/25/14,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2013,2014,14344,,,,14344,,Nekoosa,WISCONSIN,US,,"First Environment, Inc.",
7/25/13,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2013,2013,724,,,,724,,Nekoosa,WISCONSIN,US,,"First Environment, Inc.",
7/25/13,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2012,2013,12762,,,,12762,,Nekoosa,WISCONSIN,US,,"First Environment, Inc.",
8/21/12,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2012,2012,655,,,,655,,Nekoosa,WISCONSIN,US,,"First Environment, Inc.",
8/21/12,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2011,2012,12222,,,,12222,,Nekoosa,WISCONSIN,US,,"First Environment, Inc.",
12/17/11,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2010,2011,11311,,,,11311,,Nekoosa,WISCONSIN,US,,SCS Engineers,
9/8/10,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2010,2010,606,,,,,,Nekoosa,WISCONSIN,US,,SCS Engineers,
9/8/10,CAR479,,Central Sands Dairy LLC,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 2.1,No,No,2009,2010,813,,,,,,Nekoosa,WISCONSIN,US,,SCS Engineers,
6/15/11,CAR480,,Colebrook Landfill,"PPL EnergyPlus, LLC","PPL EnergyPlus, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2011,9435,,,,,,Coos County; Colebrook,NEW HAMPSHIRE,US,,"First Environment, Inc.",
6/15/11,CAR480,,Colebrook Landfill,"PPL EnergyPlus, LLC","PPL EnergyPlus, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2009,2011,8100,,,,,,Coos County; Colebrook,NEW HAMPSHIRE,US,,"First Environment, Inc.",
9/18/14,CAR481,,Southtex Greenwood Farms,"East Texas Renewables, LLC","East Texas Renewables, LLC",Landfill Gas Capture/Combustion,Version 2.0,No,No,2013,2014,116005,,,,,,"Tyler, TX; Smith County",TEXAS,US,,"Ruby Canyon Environmental, Inc.",
8/28/13,CAR481,,Southtex Greenwood Farms,"East Texas Renewables, LLC","East Texas Renewables, LLC",Landfill Gas Capture/Combustion,Version 2.0,No,No,2012,2013,99773,,,,,,"Tyler, TX; Smith County",TEXAS,US,,"Ruby Canyon Environmental, Inc.",
3/21/13,CAR481,,Southtex Greenwood Farms,"East Texas Renewables, LLC","East Texas Renewables, LLC",Landfill Gas Capture/Combustion,Version 2.0,No,No,2011,2013,98735,,,,,,"Tyler, TX; Smith County",TEXAS,US,,DNV,
9/16/11,CAR481,,Southtex Greenwood Farms,"East Texas Renewables, LLC","East Texas Renewables, LLC",Landfill Gas Capture/Combustion,Version 2.0,No,No,2010,2011,115617,,,,,,"Tyler, TX; Smith County",TEXAS,US,,DNV,
3/12/10,CAR481,,Southtex Greenwood Farms,"East Texas Renewables, LLC","East Texas Renewables, LLC",Landfill Gas Capture/Combustion,Version 2.0,No,No,2009,2010,51166,,,,,,"Tyler, TX; Smith County",TEXAS,US,,DNV,
5/22/13,CAR482,,Bluesource - MP Wilson Landfill Gas Project,"Blue Source, LLC","Blue Source, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2013,5760,,,,,,Wilson County,NORTH CAROLINA,US,,SCS Global Services,www.methanepower.net
5/22/13,CAR482,,Bluesource - MP Wilson Landfill Gas Project,"Blue Source, LLC","Blue Source, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2013,15940,,,,,,Wilson County,NORTH CAROLINA,US,,SCS Global Services,www.methanepower.net
1/24/12,CAR482,,Bluesource - MP Wilson Landfill Gas Project,"Blue Source, LLC","Blue Source, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2012,5739,,,,,,Wilson County,NORTH CAROLINA,US,,"First Environment, Inc.",www.methanepower.net
1/24/12,CAR482,,Bluesource - MP Wilson Landfill Gas Project,"Blue Source, LLC","Blue Source, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2012,5543,,,,,,Wilson County,NORTH CAROLINA,US,,"First Environment, Inc.",www.methanepower.net
3/30/13,CAR483,,Mt. Carberry Landfill,Androscoggin Valley Regional Refuse Disposal Dist,Androscoggin Valley Regional Refuse Disposal Dist,Landfill Gas Capture/Combustion,Version 2.0,No,No,2012,2013,41629,,,,,,Berlin,NEW HAMPSHIRE,US,,"First Environment, Inc.",
3/31/12,CAR483,,Mt. Carberry Landfill,Androscoggin Valley Regional Refuse Disposal Dist,Androscoggin Valley Regional Refuse Disposal Dist,Landfill Gas Capture/Combustion,Version 2.0,No,No,2011,2012,43077,,,,,,Berlin,NEW HAMPSHIRE,US,,"First Environment, Inc.",
3/25/11,CAR483,,Mt. Carberry Landfill,Androscoggin Valley Regional Refuse Disposal Dist,Androscoggin Valley Regional Refuse Disposal Dist,Landfill Gas Capture/Combustion,Version 2.0,No,No,2010,2011,31890,,,,,,Berlin,NEW HAMPSHIRE,US,,"First Environment, Inc.",
7/26/10,CAR483,,Mt. Carberry Landfill,Androscoggin Valley Regional Refuse Disposal Dist,Androscoggin Valley Regional Refuse Disposal Dist,Landfill Gas Capture/Combustion,Version 2.0,No,No,2009,2010,27790,,,,,,Berlin,NEW HAMPSHIRE,US,,"First Environment, Inc.",
7/26/10,CAR483,,Mt. Carberry Landfill,Androscoggin Valley Regional Refuse Disposal Dist,Androscoggin Valley Regional Refuse Disposal Dist,Landfill Gas Capture/Combustion,Version 2.0,No,No,2008,2010,31027,,,,,,Berlin,NEW HAMPSHIRE,US,,"First Environment, Inc.",
3/29/13,CAR485,,The Greenbrier Landfill Project,Greenbrier Clean Energy LLC,Greenbrier Clean Energy LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2013,13318,,,,,,"Lewisburg, West Virginia",WEST VIRGINIA,US,,"First Environment, Inc.",
3/29/13,CAR485,,The Greenbrier Landfill Project,Greenbrier Clean Energy LLC,Greenbrier Clean Energy LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2013,1236,,,,,,"Lewisburg, West Virginia",WEST VIRGINIA,US,,"First Environment, Inc.",
3/24/12,CAR485,,The Greenbrier Landfill Project,Greenbrier Clean Energy LLC,Greenbrier Clean Energy LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2012,9357,,,,,,"Lewisburg, West Virginia",WEST VIRGINIA,US,,"First Environment, Inc.",
3/24/12,CAR485,,The Greenbrier Landfill Project,Greenbrier Clean Energy LLC,Greenbrier Clean Energy LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2012,498,,,,,,"Lewisburg, West Virginia",WEST VIRGINIA,US,,"First Environment, Inc.",
4/21/11,CAR485,,The Greenbrier Landfill Project,Greenbrier Clean Energy LLC,Greenbrier Clean Energy LLC,Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2011,11882,,,,,,"Lewisburg, West Virginia",WEST VIRGINIA,US,,"First Environment, Inc.",
4/14/10,CAR485,,The Greenbrier Landfill Project,Greenbrier Clean Energy LLC,Greenbrier Clean Energy LLC,Landfill Gas Capture/Combustion,Version 2.0,No,No,2009,2010,3618,,,,,,"Lewisburg, West Virginia",WEST VIRGINIA,US,,"First Environment, Inc.",
4/4/12,CAR486,,Worcester County Central Landfill Gas-to-Energy Project,"3Degrees Group, Inc","3Degrees Group, Inc",Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2012,20625,,,,,,"Newark, MD",MARYLAND,US,,"First Environment, Inc.",
9/21/11,CAR486,,Worcester County Central Landfill Gas-to-Energy Project,"3Degrees Group, Inc","3Degrees Group, Inc",Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2011,11547,,,,,,"Newark, MD",MARYLAND,US,,"First Environment, Inc.",
11/15/10,CAR486,,Worcester County Central Landfill Gas-to-Energy Project,"3Degrees Group, Inc","3Degrees Group, Inc",Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2010,13260,,,,,,"Newark, MD",MARYLAND,US,,"First Environment, Inc.",
7/21/10,CAR486,,Worcester County Central Landfill Gas-to-Energy Project,"3Degrees Group, Inc","3Degrees Group, Inc",Landfill Gas Capture/Combustion,Version 3.0,No,No,2009,2010,16420,,,,,,"Newark, MD",MARYLAND,US,,"First Environment, Inc.",
6/21/13,CAR487,,Herrema Dairy,Environmental Credit Corp.,Environmental Credit Corp.,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2012,2013,10567,,,,10567,,Jasper County; Fair Oaks,INDIANA,US,,"SES, Inc.",N/A
6/21/13,CAR487,,Herrema Dairy,Environmental Credit Corp.,Environmental Credit Corp.,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2011,2013,8913,,,,8913,,Jasper County; Fair Oaks,INDIANA,US,,"SES, Inc.",N/A
7/29/13,CAR488,,Windy Ridge Dairy,Environmental Credit Corp.,Environmental Credit Corp.,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2012,2013,14297,,,,14297,,Jasper County; Fair Oaks,INDIANA,US,,"SES, Inc.",N/A
7/29/13,CAR488,,Windy Ridge Dairy,Environmental Credit Corp.,Environmental Credit Corp.,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2011,2013,18165,,,,18165,,Jasper County; Fair Oaks,INDIANA,US,,"SES, Inc.",N/A
7/29/13,CAR488,,Windy Ridge Dairy,Environmental Credit Corp.,Environmental Credit Corp.,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2010,2013,5073,,,,5073,,Jasper County; Fair Oaks,INDIANA,US,,"SES, Inc.",N/A
3/9/13,CAR489,,Hidden View Dairy,Environmental Credit Corp.,Environmental Credit Corp.,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2012,2013,20299,,,,20299,,Jasper County; Rensselaer,INDIANA,US,,"SES, Inc.",N/A
3/9/13,CAR489,,Hidden View Dairy,Environmental Credit Corp.,Environmental Credit Corp.,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2011,2013,15640,,,,15640,,Jasper County; Rensselaer,INDIANA,US,,"SES, Inc.",N/A
3/9/13,CAR489,,Hidden View Dairy,Environmental Credit Corp.,Environmental Credit Corp.,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2010,2013,791,,,,791,,Jasper County; Rensselaer,INDIANA,US,,"SES, Inc.",N/A
1/9/13,CAR490,,Sunny Knoll Farms,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2012,2013,2569,,,,,,Wyoming County,NEW YORK,US,,"SES, Inc.",www.rcminternationalllc.com
1/9/13,CAR490,,Sunny Knoll Farms,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2011,2013,5055,,,,,,Wyoming County,NEW YORK,US,,"SES, Inc.",www.rcminternationalllc.com
1/9/13,CAR490,,Sunny Knoll Farms,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2010,2013,5048,,,,,,Wyoming County,NEW YORK,US,,"SES, Inc.",www.rcminternationalllc.com
1/9/13,CAR490,,Sunny Knoll Farms,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2009,2013,4516,,,,,,Wyoming County,NEW YORK,US,,"SES, Inc.",www.rcminternationalllc.com
1/9/13,CAR490,,Sunny Knoll Farms,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2008,2013,2214,,,,,,Wyoming County,NEW YORK,US,,"SES, Inc.",www.rcminternationalllc.com
8/16/21,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 5.0,No,No,2020,2021,51559,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
8/16/21,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 5.0,No,No,2019,2021,1191,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
12/18/20,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 3.0,No,No,2019,2020,23710,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
8/22/19,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 3.0,No,No,2018,2019,36913,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
1/23/19,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 3.0,No,No,2017,2019,17237,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
7/2/13,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2013,39593,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
10/25/11,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2011,32671,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
1/25/11,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 3.0,No,No,2010,2011,11102,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
1/25/11,CAR491,,TRR Landfill,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,Landfill Gas Capture/Combustion,Version 3.0,No,No,2009,2011,2776,,,,,,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,NSF Certification LLC,
7/16/21,CAR495,,Greenville County Landfill Gas Utilization Project,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Landfill Gas Capture/Combustion,Version 5.0,No,No,2020,2021,48407,,,,,,Greenville County; Greer,SOUTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
7/16/21,CAR495,,Greenville County Landfill Gas Utilization Project,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Landfill Gas Capture/Combustion,Version 5.0,No,No,2019,2021,18988,,,,,,Greenville County; Greer,SOUTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
9/8/20,CAR495,,Greenville County Landfill Gas Utilization Project,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Landfill Gas Capture/Combustion,Version 5.0,No,No,2019,2020,28331,,,,,,Greenville County; Greer,SOUTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
9/8/20,CAR495,,Greenville County Landfill Gas Utilization Project,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Landfill Gas Capture/Combustion,Version 5.0,No,No,2018,2020,18200,,,,,,Greenville County; Greer,SOUTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
12/26/17,CAR495,,Greenville County Landfill Gas Utilization Project,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2017,2017,44758,,,,,,Greenville County; Greer,SOUTH CAROLINA,US,,NSF Certification LLC,
4/13/17,CAR495,,Greenville County Landfill Gas Utilization Project,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2016,2017,84168,,,,,,Greenville County; Greer,SOUTH CAROLINA,US,,NSF Certification LLC,
6/20/16,CAR495,,Greenville County Landfill Gas Utilization Project,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2016,74718,,,,,,Greenville County; Greer,SOUTH CAROLINA,US,,NSF Certification LLC,
