Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year
CAR432,2009,CAR-1-US-432-4-227-LA-2009-395-20001 to 24615,4615,40644,St. Landry Parish Sanitary Landfill,Landfill Gas Capture/Combustion,Version 2.0,Washington,LOUISIANA,US,,No,Trinity Carbon Management LLC,On Behalf of Third Party,On behalf of Third Party,,2011
CAR434,2013,CAR-1-US-434-4-230-TX-2013-1423-46113 to 49814,3702,42893,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,3D Commercial Customers,,2017
CAR434,2012,CAR-1-US-434-4-230-TX-2012-1072-38370 to 49586,11217,42893,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,3D Commercial Customers,,2017
CAR434,2014,CAR-1-US-434-4-230-TX-2014-1673-32028 to 48915,16888,42892,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,3D Commercial Customers,,2017
CAR434,2015,CAR-1-US-434-4-230-TX-2015-1864-1 to 10997,10997,42375,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,"Denton Power, LLC",On Behalf of Third Party,Kohls Retirement,,2016
CAR434,2014,CAR-1-US-434-4-230-TX-2014-1673-31590 to 31977,388,42151,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,National Association of Electrical Distributors,,2015
CAR434,2014,CAR-1-US-434-4-230-TX-2014-1673-28001 to 31589,3589,42151,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,"Kohls Department Stores, Inc.",,2015
CAR434,2014,CAR-1-US-434-4-230-TX-2014-1673-31978 to 32027,50,42151,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Pale Blue Dot LLC,,2015
CAR434,2014,CAR-1-US-434-4-230-TX-2014-1673-1 to 28000,28000,42083,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,"Denton Power, LLC",On Behalf of Third Party,Kohls Retirement,,2015
CAR434,2013,CAR-1-US-434-4-230-TX-2013-1423-34363 to 46112,11750,41897,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,,,2014
CAR434,2013,CAR-1-US-434-4-230-TX-2013-1423-28381 to 34362,5982,41897,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,,,2014
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-19496 to 19534,39,41809,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,Climate Action Reserve Blind Trust,Environmental Benefit,Second portion of 2012 CAR emissions,,2014
CAR434,2013,CAR-1-US-434-4-230-TX-2013-1423-28001 to 28380,380,41786,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Mazzetti Nash Lipsey Burch,,2014
CAR434,2012,CAR-1-US-434-4-230-TX-2012-1072-33555 to 38369,4815,41786,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Voss of Norway ASA,,2014
CAR434,2012,CAR-1-US-434-4-230-TX-2012-1072-33167 to 33554,388,41786,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,National Association of Electrical Distributors,,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-5523 to 10337,4815,41786,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Voss of Norway ASA,,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-5144 to 5149,6,41786,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,The Offset Project - Eden Medical,,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-5150 to 5522,373,41786,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Mazzetti Nash Lipsey Burch,,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-10338 to 43337,33000,41786,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,"Kohls Department Stores, Inc.",,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-3554 to 5143,1590,41786,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Hines Interests Limited Partnership,,2014
CAR434,2013,CAR-1-US-434-4-230-TX-2013-1423-1 to 28000,28000,41737,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,"Denton Power, LLC",On Behalf of Third Party,Kohls Retirement,,2014
CAR434,2012,CAR-1-US-434-4-230-TX-2012-1072-33001 to 33166,166,41725,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,Other,Green&#8208;e Climate RY2013 - CRS,,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-3289 to 3323,35,41725,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,Other,Green&#8208;e Climate RY2013 - 101 WB,,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-3372 to 3553,182,41725,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,Other,Green&#8208;e Climate RY2013 - WRIT,,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-3324 to 3367,44,41725,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,Other,Green&#8208;e Climate RY2013 - CRS,,2014
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-3368 to 3371,4,41725,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,Other,Green&#8208;e Climate RY2013 - GGC,,2014
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-19466 to 19480,15,41544,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,Climate Action Reserve Blind Trust,On Behalf of Third Party,Gary Gero - 2010 offsets,,2013
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-19481 to 19495,15,41544,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,Climate Action Reserve Blind Trust,On Behalf of Third Party,Gary Gero - 2011 emission offset,,2013
CAR434,2012,CAR-1-US-434-4-230-TX-2012-1072-1 to 33000,33000,41376,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,"Denton Power, LLC",On Behalf of Third Party,Kohls Retirement,,2013
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-19340 to 19465,126,41093,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,Climate Action Reserve Blind Trust,Environmental Benefit,Second portion of 2010 CAR emissions,,2012
CAR434,2011,CAR-1-US-434-4-230-TX-2011-690-1 to 3288,3288,41078,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Adobe Systems,,2012
CAR434,2010,CAR-1-US-434-4-230-TX-2010-430-38945 to 44944,6000,40721,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,"CB Richard Ellis, Inc",Environmental Benefit,Carbon Neutrality,,2011
CAR434,2010,CAR-1-US-434-4-230-TX-2010-430-1 to 4200,4200,40721,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,"CB Richard Ellis, Inc",Environmental Benefit,Carbon Neutrality,,2011
CAR434,2010,CAR-1-US-434-4-230-TX-2010-430-44945 to 44982,38,40721,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,"CB Richard Ellis, Inc",Environmental Benefit,Carbon Neutrality,,2011
CAR434,2010,CAR-1-US-434-4-230-TX-2010-430-4201 to 37200,33000,40668,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Kohls Retirement,,2011
CAR434,2010,CAR-1-US-434-4-230-TX-2010-430-37201 to 38944,1744,40668,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Live Nation,,2011
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-28939 to 34396,5458,40668,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Live Nation,,2011
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-34397 to 36576,2180,40668,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,"7417, 8039, 8139, 8140, 8148, 9134, 9142",,2011
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-36577 to 36585,9,40668,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Pew Center on Global Climate Exchange,,2011
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-19535 to 28938,9404,40668,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Live Nation,,2011
CAR434,2008,CAR-1-US-434-4-230-TX-2008-213-6619 to 12463,5845,40668,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Cushman @ adobe,,2011
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-19148 to 19305,158,40646,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,Climate Action Reserve Blind Trust,Environmental Benefit,50% of 2009 CAR emissions,,2011
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-19306 to 19339,34,40646,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,Climate Action Reserve Blind Trust,On Behalf of Third Party,On behalf of Gary Gero,,2011
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-19135 to 19147,13,40645,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,Climate Action Reserve Blind Trust,Environmental Benefit,50% of 2008 CAR emissions,,2011
CAR434,2008,CAR-1-US-434-4-230-TX-2008-213-2504 to 2524,21,40344,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,"Entergy Services, Inc.",On Behalf of Third Party,Customer Purchase,,2010
CAR434,2009,CAR-1-US-434-4-230-TX-2009-269-16799 to 19134,2336,40324,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,On Behalf of Conservation Services Group,,2010
CAR434,2008,CAR-1-US-434-4-230-TX-2008-213-2173 to 2503,331,40260,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,Retired on behalf of Conservation Services Group,,2010
CAR434,2008,CAR-1-US-434-4-230-TX-2008-213-2153 to 2172,20,40232,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,On Behalf of Third Party,On behalf of The Climate Registry,,2010
CAR434,2008,CAR-1-US-434-4-230-TX-2008-213-1401 to 2152,752,40079,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,Retirement for Person or Organization,,,2009
CAR434,2008,CAR-1-US-434-4-230-TX-2008-213-1 to 1400,1400,40079,The Denton Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 2.0,Denton Municipal Landfill,TEXAS,US,,No,3Degrees Inc.,Retirement for Person or Organization,On behalf of Conservation Services Group,,2009
CAR435,2018,CAR-1-US-435-4-887-MS-2018-6017-15099 to 91420,76322,44069,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,,,2020
CAR435,2017,CAR-1-US-435-4-887-MS-2017-5561-1 to 107705,107705,43431,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,,,2018
CAR435,2016,CAR-1-US-435-4-887-MS-2016-4267-1 to 101334,101334,43011,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2017
CAR435,2015,CAR-1-US-435-4-887-MS-2015-2154-1 to 119218,119218,42803,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2017
CAR435,2014,CAR-1-US-435-4-887-MS-2014-1847-1 to 128811,128811,42342,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2015
CAR435,2013,CAR-1-US-435-4-887-MS-2013-1450-1 to 85349,85349,41940,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2014
CAR435,2013,CAR-1-US-435-4-887-MS-2013-1272-1 to 42130,42130,41621,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2013
CAR435,2012,CAR-1-US-435-4-887-MS-2012-1273-1 to 77782,77782,41621,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2013
CAR435,2012,CAR-1-US-435-4-887-MS-2012-825-1 to 42250,42250,41176,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2012
CAR435,2011,CAR-1-US-435-4-887-MS-2011-826-1 to 54209,54209,41176,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2012
CAR435,2011,CAR-1-US-435-4-887-MS-2011-547-1 to 26196,26196,40868,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2011
CAR435,2010,CAR-1-US-435-4-887-MS-2010-548-1 to 60744,60744,40868,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2011
CAR435,2010,CAR-1-US-435-4-887-MS-2010-317-1 to 20700,20700,40448,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2010
CAR435,2009,CAR-1-US-435-4-887-MS-2009-318-1 to 37267,37267,40448,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2010
CAR435,2009,CAR-1-US-435-4-887-MS-2009-226-1 to 17175,17175,40161,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2009
CAR435,2008,CAR-1-US-435-4-887-MS-2008-225-1 to 6212,6212,40161,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,Version 2.0,Walnut,MISSISSIPPI,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2009
CAR436,2019,CAR-1-US-436-4-888-TN-2019-6073-1 to 55869,55869,44134,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 5.0,Oneida,TENNESSEE,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,,,2020
CAR436,2018,CAR-1-US-436-4-888-TN-2018-6074-1 to 10526,10526,44134,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 5.0,Oneida,TENNESSEE,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,,,2020
CAR436,2018,CAR-1-US-436-4-888-TN-2018-5924-1 to 32050,32050,43909,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,,,2020
CAR436,2017,CAR-1-US-436-4-888-TN-2017-5600-1 to 34126,34126,43473,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,,,2019
CAR436,2016,CAR-1-US-436-4-888-TN-2016-4266-1 to 28901,28901,43007,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2017
CAR436,2015,CAR-1-US-436-4-888-TN-2015-2088-1 to 35937,35937,42803,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2017
CAR436,2014,CAR-1-US-436-4-888-TN-2014-1852-1 to 50109,50109,42342,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2015
CAR436,2013,CAR-1-US-436-4-888-TN-2013-1467-1 to 51672,51672,41940,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2014
CAR436,2013,CAR-1-US-436-4-888-TN-2013-1274-1 to 24133,24133,41621,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2013
CAR436,2012,CAR-1-US-436-4-888-TN-2012-1275-1 to 29847,29847,41621,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2013
CAR436,2012,CAR-1-US-436-4-888-TN-2012-830-1 to 16064,16064,41176,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2012
CAR436,2011,CAR-1-US-436-4-888-TN-2011-831-1 to 35802,35802,41176,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2012
CAR436,2011,CAR-1-US-436-4-888-TN-2011-565-1 to 22220,22220,40868,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2011
CAR436,2010,CAR-1-US-436-4-888-TN-2010-566-1 to 47136,47136,40868,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2011
CAR436,2010,CAR-1-US-436-4-888-TN-2010-321-1 to 25532,25532,40448,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2010
CAR436,2009,CAR-1-US-436-4-888-TN-2009-322-1 to 28323,28323,40448,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"VLF1, LLC",On Behalf of Third Party,,,2010
CAR436,2009,CAR-1-US-436-4-888-TN-2009-223-1 to 8765,8765,40161,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2009
CAR436,2008,CAR-1-US-436-4-888-TN-2008-224-1 to 3284,3284,40161,Volunteer Regional Landfill,Landfill Gas Capture/Combustion,Version 2.0,Oneida,TENNESSEE,US,,No,"Element Markets, LLC",On Behalf of Third Party,,,2009
CAR437,2009,CAR-1-US-437-4-665-TN-2009-252-1 to 2500,2500,44006,Meadow Branch Landfill,Landfill Gas Capture/Combustion,Version 2.1,Athens,TENNESSEE,US,,No,Agendi Inc.,On Behalf of Third Party,Offset client 2019 GHG scopes 1 - 2 and partial scope 3,,2020
CAR437,2009,CAR-1-US-437-4-665-TN-2009-252-31757 to 31981,225,41486,Meadow Branch Landfill,Landfill Gas Capture/Combustion,Version 2.1,Athens,TENNESSEE,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,,,2013
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-21481 to 21551,71,43987,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,"Infinite Energy, Inc.",On Behalf of Third Party,Retiring carbon offsets on behalf of cust. Sumner Feb2020 - May2020,,2020
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-21552 to 23400,1849,43987,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,"Infinite Energy, Inc.",On Behalf of Third Party,Retiring carbon offsets on behalf of res cust.,,2020
CAR439,2009,CAR-1-US-439-4-234-TX-2009-238-16501 to 18318,1818,43973,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,"3Degrees Group, Inc",Other,Calendar Year 2018 Deliveries,,2020
CAR439,2008,CAR-1-US-439-4-234-TX-2008-239-1 to 61891,61891,43916,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,Poseidon Resources (Channelside) LP,Compliance Requirements,GHG Plan,,2020
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-38623 to 57798,19176,43591,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,Schneider Electric,Other,Green-e Climate RY2018,,2019
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-18506 to 21480,2975,43500,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,"Infinite Energy, Inc.",On Behalf of Third Party,Carbon Offsets on behalf of customers for calendar year 2018,,2019
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-34588 to 38587,4000,43233,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,Just Energy Income Fund,Retail Program Requirements,2017 Terrapass - General Portfolio,,2018
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-38588 to 38622,35,43231,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,ClimeCo Corporation,On Behalf of Third Party,Provision Power & Gas,,2018
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-34088 to 34587,500,43200,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,ClimeCo Corporation,On Behalf of Third Party,North American Carbon World 2018 Conference,,2018
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-18401 to 18505,105,43172,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,"Infinite Energy, Inc.",On Behalf of Third Party,Retiring 105 carbon offsets on behalf of res cust.,,2018
CAR439,2009,CAR-1-US-439-4-234-TX-2009-238-18319 to 21631,3313,43171,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,Greenwave Energy,On Behalf of Third Party,Voluntary retirement on behalf of residential cust,,2018
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-31088 to 34087,3000,43138,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,Carbon Financial Services Pty Ltd,Retirement for Person or Organization,Circuit of the Americas 2017 GHGs,,2018
CAR439,2009,CAR-1-US-439-4-234-TX-2009-282-23401 to 24400,1000,43011,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,ClimeCo Corporation,On Behalf of Third Party,AASHE 2017 Conference and Expo,,2017
CAR439,2009,CAR-1-US-439-4-234-TX-2009-238-10001 to 16500,6500,42992,Bluesource - Camelot Landfill,Landfill Gas Capture/Combustion,Version 2.0,Lewisville,TEXAS,US,,No,First Climate Markets AG,Environmental Benefit,Retired on behalf of DFW International Airport,,2017
