Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s) / SDGs,CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Retirement Year,CAR Retirement Data
CAR498,2019,CAR-1-US-498-4-266-GA-2019-5931-76286 to 79451,3166,6/30/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2020,
CAR498,2019,CAR-1-US-498-4-266-GA-2019-5931-70001 to 72505,2505,6/30/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2020,
CAR498,2019,CAR-1-US-498-4-266-GA-2019-5931-30001 to 36285,6285,6/30/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2020,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-65001 to 65372,372,5/22/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,Transaction Reference 13539,2020,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-59208 to 64119,4912,4/17/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,RY2019 LY2019 XOOM Carbon Neutral Gas Products CA,2020,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-45605 to 47210,1606,4/13/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q1-2020 Greener Life Offset retirements,2020,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-40001 to 41590,1590,4/6/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,"ATL-Superbowl 53, The Good Traveler:RMI",2020,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-5911 to 6410,500,4/6/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,The Good Traveler July  2019:RMI,2020,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-44745 to 48526,3782,4/6/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,"ATL-Superbowl 53, The Good Traveler:RMI",2020,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-45599 to 45604,6,4/3/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q4-2019 Greener Life Offset retirements,2020,
CAR498,2019,CAR-1-US-498-4-266-GA-2019-5931-1 to 23715,23715,3/26/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2020,
CAR498,2018,CAR-1-US-498-4-266-GA-2018-5753-21211 to 26210,5000,3/26/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2020,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-45099 to 45598,500,2/12/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,SouthStar Energy Services LLC,Other,CT Offset Holiday Cards,2020,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-45001 to 45098,98,1/10/20,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q4-2019 Greener Life Offset retirements,2020,
CAR498,2018,CAR-1-US-498-4-266-GA-2018-5753-1211 to 21210,20000,12/27/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2019,
CAR498,2012,CAR-1-US-498-4-266-GA-2012-1042-10001 to 38286,28286,11/8/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,Transaction Reference 13298,2019,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-48527 to 96303,47777,10/11/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Seattle City Light,Environmental Benefit,Applied to EY 2017,2019,
CAR498,2014,CAR-1-US-498-4-266-GA-2014-1669-1 to 93,93,10/11/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Seattle City Light,Environmental Benefit,Applied to EY 2016,2019,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-36550 to 45000,8451,6/27/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2019,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-13452 to 25000,11549,6/27/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2019,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-69415 to 78927,9513,4/25/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Environmental Benefit,GME TX Drivers 2018,2019,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-64120 to 65069,950,4/25/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Environmental Benefit,GME RY2018 C3-ACL,2019,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-68878 to 69414,537,4/25/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Environmental Benefit,GME Voluntary Online Sales 2018,2019,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-65070 to 65831,762,4/25/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Environmental Benefit,GME RY2018 Klean Kanteen,2019,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-65832 to 67354,1523,4/25/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Environmental Benefit,GME 2018 Non-Electricity Emissions,2019,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-67355 to 68877,1523,4/25/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Environmental Benefit,GME 2017 Non-Electricity Emissions,2019,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-5611 to 5910,300,3/30/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Informa Exhibitions,2019,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-34651 to 36549,1899,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q1 2019 Transactional,2019,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-2719 to 13451,10733,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q1 2019 Contractual,2019,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-2001 to 2718,718,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q1 2019 Transactional,2019,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-25001 to 34650,9650,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q1 2019 Transactional,2019,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-5606 to 5610,5,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,Retirement for Person or Organization,BEF Customers,2019,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-1 to 3500,3500,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Good Traveler for ATL airport,2019,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-3501 to 3515,15,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,"Good Traveler, Aug & Sept 2018",2019,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-3516 to 3539,24,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,"Good Traveler, July 2018",2019,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-3540 to 4538,999,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Good Traveler for Austin-Bergstrom Int'l Airport,2019,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-4539 to 5605,1067,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Good Traveler for ATL airport,2019,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-7501 to 20000,12500,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Good Traveler for ATL airport,2019,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-44489 to 44744,256,3/29/19,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,RMI: The Good Traveler on behalf for San Diego Air,2019,
CAR498,2017,CAR-1-US-498-4-266-GA-2017-5529-1 to 2000,2000,12/21/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-39818 to 40000,183,9/28/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,contract,2018,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-39518 to 39817,300,9/28/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,Intnl Cross Transactional,2018,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-34808 to 36669,1862,6/29/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-36670 to 39517,2848,6/29/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-41027 to 42468,1442,4/11/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,Other,Retired on behalf of Voya Financial,2018,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-42469 to 42743,275,4/11/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,Other,Retired on behalf of Fair Wind Charter,2018,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-42744 to 43468,725,4/11/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,Other,Retired on behalf of Clay Lacy,2018,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-43469 to 44488,1020,4/11/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,Other,Retired on behalf of BEF Customers,2018,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-20001 to 26795,6795,3/30/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-26796 to 27542,747,3/30/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,
CAR498,2016,CAR-1-US-498-4-266-GA-2016-4396-27543 to 34807,7265,3/30/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-48945 to 49063,119,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy CENHUD 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-49955 to 50706,752,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy KEDNY 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-50707 to 50778,72,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy NFG-NY 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-50779 to 50824,46,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy NIMO 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-49064 to 49835,772,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy CONED 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-49836 to 49954,119,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy KEDLI 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-50825 to 51097,273,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy ONR 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-51098 to 53622,2525,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy PGE 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-53623 to 53738,116,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy RGE 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-53739 to 54452,714,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy SDGE 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-54453 to 59207,4755,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy SOCAL 2017 Green Customer Usage,2018,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-48412 to 48944,533,1/23/18,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy BGE 2017 Green Customer Usage,2018,
CAR498,2013,CAR-1-US-498-4-266-GA-2013-1406-95753 to 107349,11597,10/17/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Just Energy Income Fund,Retail Program Requirements,on behalf of 2016 Online terrapass customers,2017,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-18435 to 21000,2566,9/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-40886 to 40921,36,9/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy RGE 2016 Green Customer Usage,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-39120 to 40885,1766,9/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy PGE 2016 Green Customer Usage (partial,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-40922 to 41526,605,9/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy SDGE 2016 Green Customer Usage,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-41527 to 48411,6885,9/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Xoom Energy LLC.,Environmental Benefit,XOOM Energy SoCal 2016 Green Customer Usage,2017,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-21001 to 40960,19960,9/14/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Carbon Financial Services Pty Ltd,Retirement for Person or Organization,Hartsfield-Jackson ATL Airport 2016 Scope1 GHGs,2017,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-40961 to 41026,66,8/21/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,ACT Commodities Inc.,On Behalf of Third Party,Thermostat Recycling Corp. - Environmental Benefit,2017,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-11001 to 18434,7434,6/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-36452 to 36604,153,6/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Retirement for Person or Organization,RY2015 GME TX Drivers Dec 2015 zkey 14271358,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-36605 to 38134,1530,6/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Retirement for Person or Organization,RY2016 GME TX Drivers Jan - Dec 2016 zkey 14271358,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-38135 to 38253,119,6/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Retirement for Person or Organization,RY2015 GME Klean Kanteen Nov 2015 zkey 14271358,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-38254 to 39057,804,6/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Retirement for Person or Organization,RY2016 GME Klean Kanteen Jan - Dec 2016 zkey 14271,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-39058 to 39059,2,6/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Retirement for Person or Organization,RY2016 - 2014/2015 GME Store Shipping True-Up zkey,2017,
CAR498,2010,CAR-1-US-498-4-266-GA-2010-427-39060 to 39119,60,6/29/17,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Green Mountain Energy,Retirement for Person or Organization,RY2016 GME Online Customer Purchased Offsets zkey,2017,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-6958 to 10000,3043,12/21/16,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2016,
CAR498,2015,CAR-1-US-498-4-266-GA-2015-2099-1 to 6957,6957,9/30/16,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2016,
CAR498,2013,CAR-1-US-498-4-266-GA-2013-1406-84225 to 95752,11528,7/13/16,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Just Energy Income Fund,Retail Program Requirements,on behalf of 2015 TerraPass Customer,2016,
CAR498,2012,CAR-1-US-498-4-266-GA-2012-1042-1 to 10000,10000,7/13/16,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Just Energy Income Fund,Retail Program Requirements,on behalf of 2015 TerraPass Customer,2016,
CAR498,2013,CAR-1-US-498-4-266-GA-2013-1406-107350 to 127349,20000,4/4/16,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Retired on behalf of BEF FY16 Customers,2016,
CAR498,2013,CAR-1-US-498-4-266-GA-2013-1406-73499 to 78037,4539,8/19/15,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Just Energy Income Fund,Retail Program Requirements,2014 TerraPass General Other Customer Retirements,2015,
CAR498,2013,CAR-1-US-498-4-266-GA-2013-1406-78038 to 84224,6187,8/19/15,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Just Energy Income Fund,Retail Program Requirements,2014 TerraPass General Other Customer Retirements,2015,
CAR498,2014,CAR-1-US-498-4-266-GA-2014-1669-94 to 80093,80000,6/30/15,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,"Blue Source, LLC",On Behalf of Third Party,"Viridian Energy, SR Natural Gas Carbon Offsets",2015,
CAR498,2012,CAR-1-US-498-4-266-GA-2012-1042-62931 to 109593,46663,5/21/15,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,Schneider Electric,Other,Green-e Climate RY2014,2015,
CAR498,2011,CAR-1-US-498-4-266-GA-2011-667-90922 to 91196,275,7/31/13,Wolf Creek Landfill,Landfill Gas Capture/Combustion,Version 3.0,"Twiggs County, Dry Branch",GEORGIA,US,,No,"Carbon Capital Advisors, LLC",Environmental Benefit,,2013,
CAR501,2010,CAR-1-US-501-4-312-CT-2010-444-8789 to 8995,207,3/27/15,Windsor-Bloomfield Methane Reduction Project,Landfill Gas Capture/Combustion,Version 2.0,"Town of windsor, Connecticut,",CONNECTICUT,US,,No,Schneider Electric,On Behalf of Third Party,Retirement on behalf of Choice Carbon customers,2015,
CAR501,2010,CAR-1-US-501-4-312-CT-2010-444-8996 to 20830,11835,2/25/14,Windsor-Bloomfield Methane Reduction Project,Landfill Gas Capture/Combustion,Version 2.0,"Town of windsor, Connecticut,",CONNECTICUT,US,,No,The Climate Trust,Environmental Benefit,On behalf of Hess Corporation 2013 Sustainability,2014,
CAR501,2009,CAR-1-US-501-4-312-CT-2009-445-1 to 6773,6773,2/25/14,Windsor-Bloomfield Methane Reduction Project,Landfill Gas Capture/Combustion,Version 2.0,"Town of windsor, Connecticut,",CONNECTICUT,US,,No,The Climate Trust,Environmental Benefit,On behalf of Hess Corporation 2013 Sustainability,2014,
CAR501,2009,CAR-1-US-501-4-312-CT-2009-263-1 to 18578,18578,8/1/13,Windsor-Bloomfield Methane Reduction Project,Landfill Gas Capture/Combustion,Version 2.0,"Town of windsor, Connecticut,",CONNECTICUT,US,,No,Seattle City Light,Environmental Benefit,,2013,
