Date Issued,Project ID,Project Name,Project Developer,Project Type,Protocol Version,ARB Eligible,CORSIA Qualified,Vintage,"Issuance 
Year",Total Credits Issued,Credits Issued to Project,Credits Issued to Buffer Pool,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),Verifier,Project Website
11/2/16,ACR241,Gardeau Crest Dairy,"Camco Offsets I, LLC",Livestock Waste Management,14-Nov-14,Yes,No,2015,2016,14179,14179,0,"4326 Middle Reservation Road, Perry, NY 14530",NEW YORK,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",Analytical Environmental Services,
6/9/21,ACR242,Cambria 33 Abandoned Mine Methane Capture and Use Project,Vessels Carbon Solutions,Coal Mine Methane,25-Apr-14,Yes,No,2020,2021,40242,40242,0,Ebensburg,PENNSYLVANIA,US,"Industry, Innovation and Infrastructure;Climate Action","First Environment of California, Inc.",
2/28/20,ACR242,Cambria 33 Abandoned Mine Methane Capture and Use Project,Vessels Carbon Solutions,Coal Mine Methane,20-Oct-11,Yes,No,2019,2020,43213,43213,0,Ebensburg,PENNSYLVANIA,US,"Industry, Innovation and Infrastructure;Climate Action",NSF International Strategic Registrations (NSF-ISR),
3/14/19,ACR242,Cambria 33 Abandoned Mine Methane Capture and Use Project,Vessels Carbon Solutions,Coal Mine Methane,20-Oct-11,Yes,No,2018,2019,22118,22118,0,Ebensburg,PENNSYLVANIA,US,"Industry, Innovation and Infrastructure;Climate Action","First Environment of California, Inc.",
11/23/16,ACR243,Elk Creek Coal Mine Methane Destruction & Utilization Project,Vessels Carbon Solutions,Coal Mine Methane,20-Oct-11,Yes,No,2015,2016,266263,266263,0,Somerset,COLORADO,US,"Industry, Innovation and Infrastructure;Climate Action",SCS Engineers,
6/24/15,ACR244,Wabashco Clean Sweep 5,"Wabashco, LLC",Ozone Depleting Substances,20-Oct-11,Yes,No,2015,2015,57589,57589,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
5/26/17,ACR247,Finite Carbon - The Forestland Group Chateaugay Woodlands IFM,The Forestland Group LLC,Forest Carbon,14-Nov-14,Yes,No,2016,2017,801405,647214,154191,Owls Head,NEW YORK,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
11/8/21,ACR248,Cumberland Forest Highlands IFM,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2020,2021,3300,2665,635,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
4/4/19,ACR248,Cumberland Forest Highlands IFM,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2018,2019,137698,111204,26494,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
3/22/18,ACR248,Cumberland Forest Highlands IFM,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2017,2018,301157,243214,57943,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
9/1/16,ACR248,Cumberland Forest Highlands IFM,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2016,2016,2952619,2384535,568084,"Wise, Dickenson, Russell, and Buchannan Counties",VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
9/29/21,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,14-Nov-14,Yes,No,2020,2021,73394,59275,14119,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
10/5/20,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,14-Nov-14,Yes,No,2019,2020,87584,70736,16848,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
10/5/20,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,14-Nov-14,Yes,No,2018,2020,229846,185632,44214,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
10/5/20,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,14-Nov-14,Yes,No,2017,2020,92787,74938,17849,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
10/4/17,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,14-Nov-14,Yes,No,2017,2017,288798,233244,55554,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
10/3/16,ACR249,Finite Carbon - Lyme Wyoming IFM,The Lyme Timber Company,Forest Carbon,14-Nov-14,Yes,No,2015,2016,5296651,4277775,1018876,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
6/10/16,ACR251,Glasscock Island,Era Ecosystem Services,Forest Carbon,14-Nov-14,Yes,No,2015,2016,430408,347614,82794,Glasscock Island,MISSISSIPPI,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
1/22/16,ACR252,EOS ACR 252,EOS Climate Inc,Ozone Depleting Substances,14-Nov-14,Yes,No,2015,2016,140736,140736,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",www.eosclimate.com
2/3/16,ACR253,EOS ACR 253,EOS Climate Inc,Ozone Depleting Substances,14-Nov-14,Yes,No,2015,2016,135017,135017,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",www.eosclimate.com
11/25/15,ACR254,Wabashco Clean Sweep 6,"Wabashco, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2015,2015,39036,39036,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
6/25/18,ACR255,Finite Carbon - Colville IFM,Confederated Tribes of the colville Reservation,Forest Carbon,14-Nov-14,Yes,No,2017,2018,200922,172632,28290,Nespelem,WASHINGTON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
8/16/17,ACR255,Finite Carbon - Colville IFM,Confederated Tribes of the colville Reservation,Forest Carbon,14-Nov-14,Yes,No,2016,2017,703115,604116,98999,Nespelem,WASHINGTON,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
12/14/16,ACR255,Finite Carbon - Colville IFM,Confederated Tribes of the colville Reservation,Forest Carbon,14-Nov-14,Yes,No,2016,2016,13453750,11559462,1894288,Nespelem,WASHINGTON,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
9/27/21,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,14-Nov-14,Yes,No,2021,2021,16765,13539,3226,The Tennessee River Gorge,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
8/21/20,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,14-Nov-14,Yes,No,2020,2020,13896,11222,2674,The Tennessee River Gorge,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
8/21/20,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,14-Nov-14,Yes,No,2019,2020,15924,12860,3064,The Tennessee River Gorge,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
10/18/18,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,14-Nov-14,Yes,No,2018,2018,15902,12842,3060,The Tennessee River Gorge,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
10/18/18,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,14-Nov-14,Yes,No,2017,2018,15902,12842,3060,The Tennessee River Gorge,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
8/12/16,ACR256,Finite Carbon - Tennessee River Gorge Trust IFM,Tennessee River Gorge Trust,Forest Carbon,14-Nov-14,Yes,No,2016,2016,338024,272988,65036,The Tennessee River Gorge,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/27/20,ACR257,Finite Carbon - Cook's Branch Conservancy IFM,"Conservancy Management, LLC.",Forest Carbon,14-Nov-14,Yes,No,2015,2020,1049,864,185,Montgomery County,TEXAS,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
1/6/17,ACR257,Finite Carbon - Cook's Branch Conservancy IFM,"Conservancy Management, LLC.",Forest Carbon,14-Nov-14,Yes,No,2015,2017,217618,179418,38200,Montgomery County,TEXAS,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
3/2/21,ACR259,Homestead Green Energy,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2020,2021,9205,9205,0,"Plymouth, Indiana",INDIANA,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","Agri-Waste Technology, Inc.",
6/30/20,ACR259,Homestead Green Energy,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2019,2020,8029,8029,0,"Plymouth, Indiana",INDIANA,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",Ruby Canyon Environment,
12/15/18,ACR259,Homestead Green Energy,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2018,2018,5491,5491,0,"Plymouth, Indiana",INDIANA,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","SES, Inc.",
6/8/18,ACR259,Homestead Green Energy,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2017,2018,6721,6721,0,"Plymouth, Indiana",INDIANA,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",Analytical Environmental Services,
3/2/17,ACR259,Homestead Green Energy,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2016,2017,11533,11533,0,"Plymouth, Indiana",INDIANA,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","SES, Inc.",
10/10/19,ACR260,Warm Springs Phase I,Era Ecosystem Services,Forest Carbon,14-Nov-14,Yes,No,2018,2019,131957,111061,20896,Warm Springs OR,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
10/10/19,ACR260,Warm Springs Phase I,Era Ecosystem Services,Forest Carbon,14-Nov-14,Yes,No,2016,2019,390155,328371,61784,Warm Springs OR,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,,
8/4/17,ACR260,Warm Springs Phase I,Era Ecosystem Services,Forest Carbon,14-Nov-14,Yes,No,2015,2017,2688651,2262885,425766,Warm Springs OR,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
4/29/16,ACR261,Replacement of SF6 as a Cover Gas at US Magnesium,"US Magnesium, LLC",Industrial Process Emissions,Version 2.1,No,No,2014,2016,152040,152040,0,"60 miles west of Salt Lake City, UT",UTAH,US,"Industry, Innovation and Infrastructure;Climate Action",SCS Global Services (Scientific Certification Systems),
10/2/19,ACR262,Bewley Ranches,Ross Bewley,Forest Carbon,14-Nov-14,Yes,No,2018,2019,66267,53520,12747,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
9/27/18,ACR262,Bewley Ranches,Ross Bewley,Forest Carbon,14-Nov-14,Yes,No,2017,2018,71727,57955,13772,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
9/27/18,ACR262,Bewley Ranches,Ross Bewley,Forest Carbon,14-Nov-14,Yes,No,2016,2018,72604,58664,13940,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
7/13/16,ACR262,Bewley Ranches,Ross Bewley,Forest Carbon,14-Nov-14,Yes,No,2015,2016,676069,546264,129805,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
6/2/16,ACR263,"Truck Stop Electrification, Washington",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2010,2016,44,44,0,"Spokane, WA",WASHINGTON,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",Ruby Canyon Environment,www.idleair.com
6/2/16,ACR263,"Truck Stop Electrification, Washington",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2009,2016,525,525,0,"Spokane, WA",WASHINGTON,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,www.idleair.com
6/2/16,ACR263,"Truck Stop Electrification, Washington",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2008,2016,884,884,0,"Spokane, WA",WASHINGTON,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,www.idleair.com
6/2/16,ACR263,"Truck Stop Electrification, Washington",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2016,204,204,0,"Spokane, WA",WASHINGTON,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,www.idleair.com
6/2/16,ACR264,"Truck Stop Electrification, New York",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2010,2016,10,10,0,"Maybrook, NY",NEW YORK,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",Ruby Canyon Environment,www.idleair.com
6/2/16,ACR264,"Truck Stop Electrification, New York",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2009,2016,126,126,0,"Maybrook, NY",NEW YORK,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,www.idleair.com
6/2/16,ACR264,"Truck Stop Electrification, New York",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2008,2016,92,92,0,"Maybrook, NY",NEW YORK,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,www.idleair.com
6/2/16,ACR264,"Truck Stop Electrification, New York",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2007,2016,12,12,0,"Maybrook, NY",NEW YORK,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,www.idleair.com
1/5/21,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2020,2021,20650,18351,2299,Lukens Island,NORTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
6/24/20,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2019,2020,19346,17192,2154,Lukens Island,NORTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/22/19,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2018,2019,11908,10582,1326,Lukens Island,NORTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/22/19,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2017,2019,21113,18762,2351,Lukens Island,NORTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
2/14/17,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2016,2017,165916,147442,18474,Lukens Island,NORTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
10/7/16,ACR265,Green Assets - Lukens Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2015,2016,59877,52146,7731,Lukens Island,NORTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
3/31/21,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2020,2021,22256,19910,2346,Allendale,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
6/25/20,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2019,2020,24788,22175,2613,Allendale,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
8/5/19,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2018,2019,235451,210635,24816,Allendale,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
2/12/18,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2017,2018,337870,302260,35610,Allendale,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
4/3/17,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2016,2017,353765,316480,37285,Allendale,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
11/21/16,ACR266,Green Assets - Milbury Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2015,2016,138951,124306,14645,Allendale,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
3/16/21,ACR267,Blue Source - Powellton Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2020,2021,106733,86201,20532,West Virginia,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
12/4/19,ACR267,Blue Source - Powellton Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2019,2019,130386,105304,25082,West Virginia,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
12/4/19,ACR267,Blue Source - Powellton Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2018,2019,103795,83828,19967,West Virginia,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
10/27/17,ACR267,Blue Source - Powellton Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2017,2017,1549207,1268801,280406,West Virginia,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/18/21,ACR268,Green Assets - HMWCF-I Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2020,2021,789374,701479,87895,Lagrange,GEORGIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
1/10/20,ACR268,Green Assets - HMWCF-I Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2019,2020,897670,797716,99954,Lagrange,GEORGIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
9/26/19,ACR268,Green Assets - HMWCF-I Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2018,2019,2542,2259,283,Lagrange,GEORGIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/29/19,ACR268,Green Assets - HMWCF-I Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2018,2019,912564,810952,101612,Lagrange,GEORGIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
3/22/18,ACR268,Green Assets - HMWCF-I Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2017,2018,820587,729216,91371,Lagrange,GEORGIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
12/17/20,ACR269,Green Assets - HMWCF-II Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2020,2020,386197,343195,43002,Crestview,FLORIDA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
1/9/20,ACR269,Green Assets - HMWCF-II Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2019,2020,386164,343165,42999,Crestview,FLORIDA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
11/2/18,ACR269,Green Assets - HMWCF-II Avoided Conversion Project,169,Forest Carbon,14-Nov-14,Yes,No,2018,2018,617687,548909,68778,Crestview,FLORIDA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
3/1/16,ACR271,EOS ACR 271,EOS Climate Inc,Ozone Depleting Substances,14-Nov-14,Yes,No,2016,2016,124882,124882,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,www.eosclimate.com
10/29/20,ACR272,Bear Creek Watershed Forest Carbon Project,City of Astoria,Forest Carbon,Version 1.0,No,No,2020,2020,113496,113496,0,10 miles southeast of the city of Astoria,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,,
4/25/16,ACR272,Bear Creek Watershed Forest Carbon Project,City of Astoria,Forest Carbon,Version 1.0,No,No,2015,2016,297903,262154,35749,10 miles southeast of the city of Astoria,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
7/23/21,ACR273,Green Diamond Resource Company Klamath East IFM,277,Forest Carbon,14-Nov-14,Yes,No,2020,2021,191184,156498,34686,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
12/18/20,ACR273,Green Diamond Resource Company Klamath East IFM,277,Forest Carbon,14-Nov-14,Yes,No,2020,2020,165335,135339,29996,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
12/20/19,ACR273,Green Diamond Resource Company Klamath East IFM,277,Forest Carbon,14-Nov-14,Yes,No,2019,2019,272865,223360,49505,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
12/24/18,ACR273,Green Diamond Resource Company Klamath East IFM,277,Forest Carbon,14-Nov-14,Yes,No,2018,2018,348940,285782,63158,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
10/13/18,ACR273,Green Diamond Resource Company Klamath East IFM,277,Forest Carbon,14-Nov-14,Yes,No,2017,2018,4294,3517,777,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
10/12/18,ACR273,Green Diamond Resource Company Klamath East IFM,277,Forest Carbon,14-Nov-14,Yes,No,2017,2018,39507,32356,7151,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
10/10/17,ACR273,Green Diamond Resource Company Klamath East IFM,277,Forest Carbon,14-Nov-14,Yes,No,2017,2017,127532,104449,23083,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
3/18/21,ACR274,Green Diamond Resource Company Klamath West IFM,277,Forest Carbon,14-Nov-14,Yes,No,2020,2021,163743,134036,29707,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/11/20,ACR274,Green Diamond Resource Company Klamath West IFM,277,Forest Carbon,14-Nov-14,Yes,No,2020,2020,122077,99929,22148,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
6/26/19,ACR274,Green Diamond Resource Company Klamath West IFM,277,Forest Carbon,14-Nov-14,Yes,No,2019,2019,119483,97806,21677,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/5/17,ACR274,Green Diamond Resource Company Klamath West IFM,277,Forest Carbon,14-Nov-14,Yes,No,2017,2017,77120,63128,13992,Proximity of Klamath Falls,OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
2/26/16,ACR275,Wabashco Clean Sweep 7,"Wabashco, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2016,2016,116836,116836,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
12/19/19,ACR276,Blue Source - Allegheny Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2019,2019,92040,74334,17706,Horner,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
12/19/19,ACR276,Blue Source - Allegheny Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2018,2019,5394,4356,1038,Horner,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
11/3/17,ACR276,Blue Source - Allegheny Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2017,2017,2136112,1728462,407650,Horner,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
11/18/21,ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2021,2021,51911,41944,9967,Wise,VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
11/24/20,ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2020,2020,50666,40938,9728,Wise,VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
2/3/20,ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2019,2020,48192,38939,9253,Wise,VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
2/3/20,ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2018,2020,54049,43671,10378,Wise,VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
1/26/18,ACR279,Cumberland Forest - Lonesome Pine Improved Forest Management Project,The Nature Conservancy,Forest Carbon,14-Nov-14,Yes,No,2017,2018,585573,473143,112430,Wise,VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
12/5/20,ACR280,Blue Source - Marmet Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2020,2020,22277,17991,4286,Logan,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
